time,CO2_ppm,O2_percent
1763112491.991959,5100,20.89
1763112496.991938,5160,20.89
1763112501.9943185,5220,20.89
1763112506.9942138,5370,20.89
1763112511.9961061,5430,20.89
1763112516.9968624,5520,20.89
1763112521.9944181,5570,20.89
1763112526.9946432,5640,20.9
1763112531.99463,5700,20.89
1763112536.9946017,5770,20.89
1763112541.9947464,5810,20.89
1763112546.999116,5810,20.89
1763112551.9949,5840,20.89
1763112556.9949093,5880,20.89
1763112561.9977446,5890,20.89
1763112566.9950457,5910,20.88
1763112571.9982016,5940,20.88
1763112576.9975991,6010,20.88
1763112581.9976451,6020,20.88
1763112586.9976103,6020,20.88
1763112591.9978726,6040,20.88
1763112596.9978335,6050,20.89
1763112602.0102823,6040,20.88
1763112606.997986,6030,20.88
1763112611.9997592,6030,20.88
1763112616.9990523,6040,20.88
1763112621.999208,6050,20.88
1763112626.9991722,6060,20.88
1763112631.9993234,6060,20.88
1763112636.9993434,6070,20.89
1763112642.0005777,6110,20.88
1763112646.9994786,6120,20.88
