time,CO2_ppm,O2_percent
1763111941.3026786,3970,20.9
1763111946.1374085,3970,20.9
1763111951.1392577,3960,20.9
1763111956.1393485,3970,20.9
1763111961.139443,3970,20.9
1763111966.1395042,3970,20.89
1763111971.1395411,3980,20.89
1763111976.1396415,3990,20.9
1763111981.1396883,3990,20.9
1763111986.1397698,3990,20.9
1763111991.1399457,3990,20.9
1763111996.1399567,3990,20.9
1763112001.1400063,3990,20.9
1763112006.140056,3980,20.9
1763112011.140122,3980,20.9
1763112016.1402886,3980,20.9
1763112021.1402986,3980,20.9
1763112026.1403723,3970,20.9
1763112031.14043,3970,20.89
1763112036.14053,3970,20.89
1763112041.1406453,3980,20.9
1763112046.1406586,3980,20.9
1763112051.1407495,3980,20.9
1763112056.1408107,3980,20.9
1763112061.1409247,3970,20.9
1763112066.1409717,3970,20.9
1763112071.1410375,3980,20.9
1763112076.141188,3990,20.89
1763112081.1412225,3990,20.9
1763112086.1412895,3990,20.9
1763112091.1516612,3990,20.9
1763112096.141471,4000,20.89
1763112101.1854997,4010,20.9
1763112106.141634,4020,20.89
1763112111.1417048,4030,20.9
1763112116.1417696,4040,20.9
1763112121.141897,4060,20.9
1763112126.1419353,4070,20.9
1763112131.1420233,4100,20.9
1763112136.14216,4110,20.9
1763112141.1422195,4130,20.9
1763112146.142316,4170,20.9
1763112151.1423993,4210,20.89
1763112156.1424916,4230,20.9
1763112161.1425366,4270,20.89
1763112166.1425946,4290,20.89
1763112171.1427321,4290,20.89
1763112176.1427732,4340,20.89
1763112181.1428545,4350,20.89
1763112186.142919,4390,20.89
1763112191.1430264,4390,20.89
1763112196.143058,4400,20.89
1763112201.1431491,4420,20.9
1763112206.1432164,4410,20.89
1763112211.145181,4420,20.89
1763112216.1453192,4430,20.89
1763112221.145387,4440,20.89
1763112226.1454215,4430,20.89
1763112231.1455512,4430,20.89
1763112236.145618,4440,20.89
