time,CO2_ppm,CO2_2_ppm,O2_percent,temperature_C
1763743068.3514557,1750,1790,20.96,23.187
1763743073.3434057,1750,1790,20.96,23.187
1763743078.367431,1750,1790,20.96,23.187
1763743083.3594623,1750,1800,20.96,23.187
1763743088.351419,1750,1790,20.96,23.187
1763743093.343409,1740,1770,20.96,23.187
1763743098.367453,1740,1770,20.96,23.187
1763743103.3594348,1730,1770,20.96,23.187
1763743108.3514297,1720,1760,20.96,23.187
1763743113.3434694,1720,1760,21.02,23.187
1763743118.367407,1720,1760,21.0,23.125
1763743123.3594172,1720,1760,20.97,23.187
1763743128.3514512,1720,1770,20.97,23.187
1763743133.3434274,1720,1770,20.96,23.187
1763743138.3674157,1720,1760,20.96,23.187
1763743143.3594272,1720,1750,20.96,23.187
1763743148.3514068,1710,1750,20.96,23.187
1763743153.3434315,1710,1750,20.96,23.187
1763743158.3674462,1700,1750,20.96,23.187
1763743163.3594127,1700,1740,20.96,23.187
1763743168.3514543,1690,1740,20.97,23.187
1763743173.3434277,1690,1740,21.01,23.187
1763743178.3680084,1690,1740,21.0,23.187
1763743183.3914568,1690,1740,20.97,23.187
1763743188.3514426,1690,1740,20.96,23.187
1763743193.3434138,1680,1730,20.96,23.187
1763743198.3674862,1680,1730,20.95,23.187
1763743203.3594203,1680,1720,20.96,23.187
1763743208.3514225,1670,1720,20.96,23.187
1763743213.3434505,1670,1710,20.96,23.187
1763743218.3674116,1660,1710,20.96,23.187
1763743223.3593974,1660,1700,20.96,23.187
1763743228.3514342,1650,1700,20.96,23.187
1763743233.3434157,1640,1710,21.01,23.187
1763743238.367416,1650,1700,20.99,23.187
1763743243.3594248,1650,1700,20.97,23.187
1763743248.3514411,1650,1700,20.96,23.187
1763743253.343415,1650,1700,20.96,23.187
1763743258.3673906,1650,1700,20.96,23.187
1763743263.359444,1650,1700,20.97,23.187
1763743268.3514204,1640,1700,20.96,23.187
1763743273.3434124,1640,1700,20.96,23.187
1763743278.367466,1630,1680,20.96,23.187
1763743283.359426,1630,1680,20.96,23.187
1763743288.3514228,1620,1660,20.96,23.187
1763743293.375501,1620,1660,21.02,23.187
1763743298.3674338,1620,1670,21.01,23.187
1763743303.3593984,1620,1660,20.97,23.187
1763743308.3514369,1620,1660,20.97,23.187
1763743313.3754637,1620,1660,20.96,23.187
1763743318.3674188,1620,1680,20.96,23.187
1763743323.3594878,1620,1680,20.96,23.187
1763743328.3834512,1620,1670,20.96,23.187
1763743333.3754296,1610,1680,20.96,23.187
1763743338.4314415,1610,1680,20.96,23.187
1763743343.359416,1600,1670,20.96,23.187
1763743348.351431,1590,1670,20.96,23.187
1763743353.3754501,1590,1670,21.01,23.187
1763743358.3674204,1590,1640,21.0,23.187
1763743363.3594887,1590,1640,20.97,23.187
1763743368.3514056,1590,1640,20.96,23.187
1763743373.3754072,1590,1630,20.96,23.187
1763743378.3674462,1590,1630,20.96,23.187
1763743383.3594298,1590,1640,20.96,23.187
1763743388.3514137,1590,1640,20.96,23.187
1763743393.3754494,1580,1630,20.96,23.187
1763743398.3674207,1580,1620,20.97,23.187
1763743403.3594234,1570,1620,20.97,23.187
1763743408.3514552,1560,1630,20.96,23.187
1763743413.3754218,1560,1630,21.02,23.187
1763743418.3674164,1560,1620,21.0,23.187
1763743423.359413,1560,1620,20.97,23.187
1763743428.3514524,1560,1620,20.96,23.187
1763743433.3754416,1560,1620,20.96,23.187
1763743438.367424,1560,1630,20.96,23.187
1763743443.3594468,1560,1620,20.96,23.187
1763743448.3514225,1560,1610,20.97,23.187
1763743453.3754337,1550,1610,20.96,23.187
1763743458.3674386,1550,1600,20.96,23.187
1763743463.3594158,1540,1600,20.96,23.187
1763743468.351426,1540,1590,20.97,23.187
1763743473.3754504,1530,1580,21.0,23.187
1763743478.367411,1540,1590,21.01,23.187
1763743483.35943,1540,1580,20.97,23.187
1763743488.3834302,1540,1590,20.97,23.187
1763743493.375445,1540,1590,20.96,23.187
1763743498.3674207,1540,1590,20.97,23.187
1763743503.35945,1530,1580,20.97,23.187
1763743508.35142,1530,1580,20.96,23.187
1763743513.3754263,1530,1570,20.96,23.187
1763743518.3674603,1520,1550,20.96,23.187
1763743523.3594213,1520,1550,20.96,23.187
1763743528.3514273,1510,1550,20.96,23.187
1763743533.375484,1510,1540,21.02,23.187
1763743538.367435,1510,1540,21.01,23.187
1763743543.3594174,1510,1550,20.97,23.125
1763743548.3514,1510,1550,20.96,23.187
1763743553.375474,1510,1550,20.96,23.187
1763743558.3674212,1510,1550,20.96,23.187
1763743563.3594325,1510,1550,20.96,23.187
1763743568.351488,1510,1550,20.96,23.187
1763743573.3754306,1500,1540,20.96,23.125
1763743578.3674226,1490,1540,20.97,23.187
1763743583.359443,1490,1540,20.96,23.187
1763743588.351405,1480,1540,20.96,23.187
1763743593.3754702,1480,1540,21.02,23.187
1763743598.36742,1480,1540,21.01,23.187
1763743603.359412,1490,1530,20.97,23.125
1763743608.351471,1490,1540,20.97,23.125
1763743613.3754158,1490,1540,20.97,23.125
1763743618.3674276,1490,1540,20.96,23.187
1763743623.3915336,1490,1540,20.97,23.125
1763743628.3514218,1480,1530,20.96,23.125
1763743633.4074361,1480,1530,20.96,23.125
1763743638.3674183,1470,1530,20.97,23.187
1763743643.4554405,1470,1520,20.97,23.187
1763743648.3514245,1470,1530,20.96,23.187
1763743653.3754857,1460,1520,21.03,23.187
1763743658.367424,1460,1530,21.0,23.187
1763743663.359421,1470,1530,20.97,23.187
1763743668.3514366,1470,1530,20.96,23.187
1763743673.3754237,1470,1530,20.96,23.187
1763743678.3674197,1470,1530,20.96,23.125
1763743683.3594944,1470,1530,20.96,23.187
1763743688.3514369,1470,1520,20.96,23.125
1763743693.3754206,1460,1520,20.96,23.187
1763743698.3674564,1460,1520,20.96,23.125
1763743703.3594024,1450,1520,20.96,23.125
1763743708.3514206,1440,1510,20.96,23.125
1763743713.3754818,1440,1510,21.01,23.187
1763743718.3674161,1440,1510,21.0,23.187
1763743723.3594158,1450,1510,20.97,23.125
1763743728.3514547,1450,1510,20.96,23.125
1763743733.3754284,1450,1510,20.96,23.187
1763743738.3674204,1450,1500,20.95,23.125
1763743743.3594408,1450,1500,20.96,23.125
1763743748.3514142,1450,1510,20.96,23.125
1763743753.3754191,1440,1510,20.97,23.187
1763743758.3674402,1440,1510,20.96,23.125
1763743763.359407,1440,1500,20.96,23.125
1763743768.3834097,1430,1500,20.96,23.125
1763743773.3754365,1420,1500,21.01,23.125
1763743778.3674233,1430,1490,21.01,23.125
1763743783.391417,1430,1490,20.97,23.125
1763743788.3834548,1430,1490,20.96,23.125
1763743793.3754396,1430,1500,20.96,23.187
1763743798.3674273,1430,1500,20.96,23.187
1763743803.359471,1430,1500,20.96,23.125
1763743808.3834505,1430,1500,20.96,23.125
1763743813.3754334,1430,1490,20.96,23.125
1763743818.3674877,1420,1490,20.96,23.187
1763743823.3594236,1420,1480,20.96,23.125
1763743828.3834414,1410,1470,20.96,23.125
1763743833.3754692,1410,1480,21.01,23.125
1763743838.3674192,1410,1470,21.01,23.125
1763743843.359425,1410,1460,20.97,23.125
1763743848.3834639,1410,1450,20.96,23.125
1763743853.375432,1410,1460,20.96,23.125
1763743858.3674326,1410,1460,20.95,23.125
1763743863.3594623,1410,1470,20.96,23.125
1763743868.3834257,1410,1460,20.96,23.125
1763743873.37542,1410,1470,20.96,23.125
1763743878.3674371,1400,1460,20.96,23.187
1763743883.359421,1400,1460,20.96,23.125
1763743888.3834238,1390,1450,20.96,23.125
1763743893.3754702,1390,1460,21.0,23.125
1763743898.3673975,1390,1460,20.99,23.125
1763743903.3594277,1390,1460,20.97,23.125
1763743908.3834846,1390,1460,20.96,23.125
1763743913.3754284,1400,1450,20.96,23.125
1763743918.3674107,1390,1450,20.96,23.125
1763743923.3594701,1390,1450,20.96,23.125
1763743928.383419,1390,1450,20.96,23.125
1763743933.3754208,1390,1450,20.96,23.125
1763743938.4314685,1380,1450,20.97,23.125
1763743943.359458,1380,1440,20.96,23.125
1763743948.3834872,1370,1440,20.96,23.125
1763743953.3754847,1370,1440,21.01,23.125
1763743958.3674552,1370,1440,21.0,23.125
1763743963.3595033,1370,1450,20.97,23.125
1763743968.3834345,1380,1450,20.96,23.125
1763743973.3754218,1380,1450,20.96,23.125
1763743978.3674445,1380,1450,20.96,23.125
1763743983.3594382,1380,1450,20.97,23.125
1763743988.3834035,1380,1440,20.96,23.125
1763743993.3754187,1380,1440,20.96,23.125
1763743998.3674595,1370,1440,20.97,23.125
1763744003.3594215,1370,1430,20.96,23.125
1763744008.383469,1360,1430,20.96,23.125
1763744013.375469,1360,1430,21.01,23.125
1763744018.3674138,1360,1430,21.0,23.125
1763744023.359425,1370,1420,20.97,23.125
1763744028.3834863,1370,1420,20.96,23.125
1763744033.3754153,1370,1410,20.96,23.125
1763744038.3674603,1370,1410,20.96,23.125
1763744043.3594391,1370,1410,20.96,23.125
1763744048.3834178,1370,1400,20.96,23.125
1763744053.375429,1360,1400,20.96,23.125
1763744058.3673913,1360,1400,20.96,23.125
