time,CO2_ppm,O2_percent
1763117117.1441133,46240,20.35
1763117122.1445768,46130,20.35
1763117127.1443624,46170,20.35
1763117132.1474183,46180,20.35
1763117137.1468976,46170,20.35
1763117142.1501365,46130,20.35
1763117147.147591,46090,20.35
1763117152.1470947,46070,20.35
1763117157.1492722,46100,
1763117162.147691,46130,20.35
1763117167.1478293,46090,20.35
1763117172.148273,46060,20.35
1763117177.147886,46100,20.34
1763117182.1488566,46100,20.34
1763117187.1485515,46070,20.35
1763117192.1522002,46090,20.35
1763117197.148681,46020,20.35
1763117202.183527,46030,20.34
1763117207.1523292,46020,20.35
1763117212.1519358,46000,20.34
1763117217.1519983,46020,20.34
1763117222.158786,46060,20.35
1763117227.152141,46040,20.36
1763117232.1522207,45990,20.34
1763117237.1579504,46040,20.34
1763117242.1576028,46040,20.34
1763117247.1661139,45930,20.35
1763117252.1577523,45840,20.35
1763117257.1578386,45640,20.35
1763117262.1580446,45510,20.35
1763117267.158081,45230,20.35
1763117272.1627555,45100,20.35
1763117277.1583326,44930,20.35
1763117282.160551,44830,20.35
1763117287.1600363,44770,20.35
1763117292.1601272,44730,20.36
1763117297.162125,44730,20.35
1763117302.162482,44720,20.36
1763117307.1623206,44720,20.37
1763117312.1623862,44710,20.35
1763117317.1624599,44650,20.35
1763117322.1625187,44710,20.35
1763117327.1644526,44800,20.36
1763117332.162694,44760,20.36
1763117337.1681907,44730,20.35
1763117342.1677387,44710,20.37
1763117347.1679058,44670,20.36
1763117352.1713097,44680,20.36
1763117357.1679444,44670,20.36
1763117362.1680133,44680,20.35
1763117367.1682525,44690,20.37
1763117372.1682208,44690,20.37
1763117377.1701863,44690,20.36
1763117382.1683528,44660,20.37
1763117387.1684268,44640,20.36
