time,CO2_ppm,O2_percent
1763058820.3295352,9230,20.95
1763058825.1320627,10480,20.94
1763058830.1320415,10910,20.91
1763058835.1321635,10620,20.9
1763058840.132307,10180,20.9
1763058845.1323285,9150,20.89
1763058850.132348,8770,20.9
1763058855.1324344,8180,20.9
1763058860.1325366,8050,20.9
1763058865.1325514,8030,20.9
1763058870.132621,8010,20.91
1763058875.1327138,7950,20.91
1763058880.132827,7910,20.91
1763058885.1328712,7820,20.91
1763058890.1329494,7820,20.91
1763058895.1330743,7820,20.91
1763058900.1331146,7810,20.91
1763058905.133203,7800,20.91
1763058910.1332843,7790,20.91
1763058915.1333928,7740,20.91
1763058920.133421,7720,20.91
1763058925.1335073,7710,20.91
1763058930.1336472,7660,20.91
1763058935.1336837,7600,20.91
1763058940.1338093,7510,20.91
1763058945.1375368,7420,20.91
1763058950.133904,7360,20.92
1763058955.1340227,7250,20.91
1763058960.1340768,7210,20.93
1763058965.134209,7120,20.92
1763058970.1342285,7070,20.91
1763058975.134322,7010,20.92
1763058980.1344442,6860,20.93
1763058985.1344771,6730,20.93
1763058990.1345465,6700,20.93
1763058995.1346173,6650,20.93
1763059000.1347458,6630,20.93
1763059005.1347864,6580,20.92
1763059010.1348486,6610,20.95
1763059015.1349697,6570,20.94
1763059020.134983,6560,20.93
1763059025.1376164,6560,20.93
1763059030.1351335,6520,20.93
1763059035.1720767,6540,20.94
1763059040.1352916,6520,20.93
1763059045.1353753,6510,20.94
1763059050.1354935,6510,20.93
1763059055.135538,6490,20.93
1763059060.1356595,6520,20.93
1763059065.1356866,6520,20.93
1763059070.1358151,6500,20.93
1763059075.1358323,6500,20.94
1763059080.1359081,6470,20.94
1763059085.136038,6460,20.93
1763059090.136064,6460,20.94
1763059095.136205,6430,20.94
1763059100.1362221,6440,20.94
1763059105.1363566,6420,20.94
1763059110.136391,6410,20.94
1763059115.1364822,6400,20.94
1763059120.1366074,6390,20.94
1763059125.1366248,6390,20.94
1763059130.1367695,6370,20.94
1763059135.1367784,6350,20.94
1763059140.1369328,6340,20.94
1763059145.1369503,6310,20.94
1763059150.1370347,6310,20.95
1763059155.137175,6280,20.95
1763059160.1371973,6200,20.95
1763059165.1373312,6170,20.95
1763059170.1373591,6080,20.94
1763059175.1375,6080,20.95
1763059180.137523,6060,20.95
1763059185.1375988,6050,20.95
1763059190.1377127,6050,20.96
1763059195.137729,6050,20.95
1763059200.1378522,6040,20.95
1763059205.1378882,6020,20.95
1763059210.138019,6000,20.95
1763059215.1380413,6010,20.95
1763059220.1381218,6010,20.95
1763059225.1382449,6000,20.95
1763059230.138281,6000,20.94
1763059235.1384194,6000,20.95
1763059240.1384249,6000,20.94
1763059245.138504,6010,20.95
1763059250.1386209,6010,20.94
1763059255.1386576,6000,20.95
1763059260.1387725,5990,20.95
1763059265.13885,6000,20.95
1763059270.1389875,6010,20.95
1763059275.1389976,6030,20.94
1763059280.1390958,6050,20.95
1763059285.13927,6060,20.95
1763059290.1392517,6070,20.94
1763059295.1394024,6090,20.94
1763059300.1394181,6110,20.94
1763059305.1395392,6160,20.94
1763059310.139567,6210,20.94
1763059315.1396751,6350,20.94
1763059320.1397793,6520,20.93
1763059325.1398005,6760,20.93
1763059330.1662073,6940,20.92
1763059335.139987,7450,20.91
1763059340.1401155,7720,20.92
1763059345.1424847,8130,20.91
1763059350.1402068,8650,20.9
1763059355.1403317,9090,20.9
1763059360.1403618,9510,20.9
1763059365.1404908,9900,20.9
1763059370.1405215,10020,20.9
1763059375.1406434,10360,20.9
1763059380.140659,10700,20.89
1763059385.1407328,11310,20.89
1763059390.1408556,11510,20.89
1763059395.1408908,12060,20.88
1763059400.1410263,12180,20.88
1763059405.1410754,12260,20.87
1763059410.1411476,12400,20.87
1763059415.1412945,12660,20.87
1763059420.1413143,13020,20.85
1763059425.141447,13360,20.85
1763059430.141477,13850,20.84
1763059435.1416209,14180,20.84
1763059440.141623,14220,20.83
1763059445.1417248,14330,20.83
1763059450.141854,14390,20.82
1763059455.141892,14540,20.82
1763059460.142023,14760,20.82
1763059465.142045,15130,20.82
1763059470.142176,15310,20.82
1763059475.142212,15480,20.82
1763059480.142306,15680,20.82
1763059485.1424415,15860,20.82
1763059490.142479,16090,20.81
1763059495.1426222,16630,20.81
1763059500.1426127,16930,20.81
1763059505.1427195,17470,20.81
1763059510.142846,17790,20.81
1763059515.1429114,18370,20.81
1763059520.1429753,18650,20.8
1763059525.1430495,18920,20.8
1763059530.1431677,19140,20.79
1763059535.1432557,19260,20.79
1763059540.1433501,19400,20.79
1763059545.143375,19490,20.79
1763059550.1434484,19660,20.79
1763059555.1435974,19710,20.78
1763059560.1436217,19650,20.77
1763059565.1437366,19850,20.76
1763059570.1464863,19910,20.75
1763059575.1438494,20060,20.75
1763059580.1439972,20110,20.75
1763059585.1440294,19970,20.74
1763059590.1441443,20050,20.75
1763059595.1441941,20080,20.74
1763059600.1442714,20080,20.74
1763059605.1443617,20020,20.74
1763059610.144487,20040,20.74
1763059615.1445193,20040,20.74
1763059620.1445885,20090,20.74
1763059625.1456616,20080,20.74
1763059630.1447678,20140,20.74
1763059635.180139,20200,20.74
1763059640.144908,20320,20.74
1763059645.1449664,20320,20.74
1763059650.1450982,20300,20.74
1763059655.1451154,20310,20.74
1763059660.145255,20330,20.74
1763059665.145301,20330,20.73
1763059670.1453974,20340,20.74
1763059675.1454287,20360,20.74
1763059680.1454957,20350,20.74
1763059685.145629,20330,20.74
1763059690.1456485,20290,20.74
1763059695.1457841,20220,20.74
1763059700.1458044,20140,20.74
1763059705.1459424,20120,20.74
1763059710.1459785,20030,20.74
1763059715.14604,19970,20.74
1763059720.1461668,19910,20.74
1763059725.146195,19800,20.74
1763059730.1463406,19740,20.75
1763059735.1463835,19690,20.74
1763059740.1464405,19690,20.74
1763059745.146583,19620,20.74
1763059750.1465988,19600,20.74
1763059755.1466727,19570,20.74
1763059760.1467571,19510,20.74
1763059765.1468832,19440,20.74
1763059770.14692,19470,20.74
1763059775.1470032,19460,20.74
1763059780.1471431,19470,20.74
1763059785.1471813,19480,20.74
1763059790.1473062,19500,20.74
1763059795.1473277,19510,20.74
1763059800.1474605,19530,20.74
1763059805.1474743,19530,20.74
1763059810.1475768,19530,20.74
1763059815.1477144,19550,20.74
1763059820.1477232,19560,20.74
1763059825.1478562,19560,20.74
1763059830.1478972,19550,20.74
1763059835.1480176,19560,20.74
1763059840.1480389,19570,20.74
1763059845.148121,19570,20.74
1763059850.1482422,19530,20.74
1763059855.1482682,19500,20.74
1763059860.1484027,19490,20.74
1763059865.148457,19430,20.74
1763059870.1485732,19330,20.74
1763059875.148593,19210,20.74
1763059880.1486762,19110,20.75
1763059885.148814,19040,20.75
1763059890.148838,19000,20.75
1763059895.1489758,18940,20.75
1763059900.1489847,18890,20.75
1763059905.1491263,18740,20.76
1763059910.1491594,18690,20.77
1763059915.149227,18670,20.77
1763059920.1493526,18590,20.76
1763059925.1493726,18520,20.76
1763059930.1581159,18500,20.76
1763059935.1495519,18460,20.76
1763059940.149608,18450,20.76
1763059945.1497192,18380,20.76
1763059950.1497395,18350,20.75
