time,CO2_ppm,CO2_2_ppm,O2_percent,temperature_C,OD_Trx_V,OD_Sct_V,OD_Ref_V
2.1457672119140625e-06,nan,43090.0,20.34,34.875,0.7558571428571429,0.6498303571428572,0.46578571428571436
5.000087022781372,nan,40760.0,20.34,34.812,0.7130357142857144,0.6176607142857143,0.43377678571428574
10.00018310546875,nan,38080.0,20.4,34.687,0.7020178571428571,0.6257589285714287,0.45354464285714274
15.000264167785645,nan,35310.0,20.41,34.625,0.7353303571428571,0.6385357142857143,0.4465982142857143
20.000344038009644,nan,34030.0,20.42,34.562,0.7454107142857144,0.6269910714285715,0.4382857142857143
25.000431060791016,nan,33130.0,20.45,34.5,0.7335535714285714,0.6158482142857142,0.43284821428571435
30.000521659851074,nan,32700.0,20.48,34.5,0.7281785714285715,0.620330357142857,0.4355535714285714
35.0006058216095,nan,32650.0,20.49,34.5,0.7116964285714286,0.5880892857142858,0.4097946428571429
40.00068473815918,nan,32680.0,20.49,34.5,0.7079642857142857,0.6293482142857144,0.4504642857142858
45.00076699256897,nan,32420.0,20.49,34.562,0.7221428571428572,0.6378392857142856,0.45991071428571434
50.000850677490234,nan,32620.0,20.49,34.625,0.7318035714285714,0.6195446428571428,0.42636607142857136
55.00095820426941,nan,32930.0,20.49,34.687,0.7362767857142859,0.6391160714285714,0.4636160714285715
60.00111436843872,nan,33390.0,20.46,34.812,0.7468035714285712,0.6196428571428572,0.4499553571428571
65.0011956691742,nan,34800.0,20.47,34.937,0.725,0.6113035714285715,0.45629464285714294
70.00127267837524,nan,35370.0,20.42,35.0,0.7161071428571428,0.6141964285714286,0.4396874999999999
75.00136470794678,nan,36350.0,20.41,35.187,0.7328125000000002,0.6494464285714285,0.4658392857142858
80.00144839286804,nan,36840.0,20.42,35.312,0.7328750000000002,0.634830357142857,0.4672410714285715
85.00153279304504,nan,37100.0,20.42,35.5,0.7348750000000001,0.6429821428571428,0.4634017857142857
90.00160837173462,nan,37280.0,20.42,35.625,0.7304230769230767,0.6245961538461539,0.4552115384615385
95.00178146362305,nan,37320.0,20.42,35.812,0.7367053571428571,0.6344821428571429,0.46104464285714286
100.00197577476501,nan,37690.0,20.42,35.937,0.7429375,0.6234553571428572,0.4740357142857143
105.00207805633545,nan,38240.0,20.42,36.062,0.7537232142857142,0.6399017857142858,0.4737946428571429
110.00219488143921,nan,38660.0,20.4,36.187,0.7488124999999999,0.6565267857142858,0.4732321428571429
115.00227522850037,nan,38900.0,20.4,36.25,0.7411696428571428,0.6452589285714285,0.4679821428571428
120.00234961509705,nan,38910.0,20.4,36.375,0.7369821428571427,0.6345446428571428,0.4689553571428572
125.00242352485657,nan,38970.0,20.41,36.437,0.7354464285714285,0.6529375,0.47835714285714287
130.00249791145325,nan,39690.0,20.41,36.5,0.7418928571428571,0.6451785714285714,0.4638035714285714
135.00258207321167,nan,40090.0,20.34,36.562,0.742107142857143,0.6128482142857142,0.43775000000000003
140.00268244743347,nan,40830.0,20.35,36.625,0.7493214285714285,0.6456875000000001,0.46517857142857144
145.00277733802795,nan,41070.0,20.34,36.625,0.7354910714285715,0.640875,0.47611607142857143
150.00285005569458,nan,41460.0,20.34,36.687,0.7349821428571427,0.6453125000000001,0.46554464285714287
155.00292873382568,nan,42030.0,20.34,36.75,0.7496785714285715,0.6425178571428571,0.46361607142857153
160.00300192832947,nan,43060.0,20.33,36.75,0.7405803571428572,0.6573125,0.47800892857142857
165.0030858516693,nan,43690.0,20.34,36.75,0.7283214285714286,0.6505892857142859,0.4723214285714285
170.00316381454468,nan,43950.0,20.34,36.75,0.734544642857143,0.636705357142857,0.4681785714285715
175.0032775402069,nan,44220.0,20.33,36.687,0.7535357142857144,0.6469999999999999,0.4728303571428572
180.00335216522217,nan,44440.0,20.32,36.625,0.7820625000000001,0.6738125,0.47233035714285715
185.00345087051392,nan,44750.0,20.34,36.625,0.753544642857143,0.6630892857142857,0.47887499999999994
190.00351095199585,nan,45880.0,20.32,36.562,0.7660446428571428,0.6553660714285714,0.4837321428571429
195.00358891487122,nan,46750.0,20.26,36.5,0.7415,0.6413660714285715,0.46477678571428566
200.00366878509521,nan,47410.0,20.27,36.5,0.7470982142857142,0.6327410714285715,0.45591071428571434
205.003751039505,nan,47460.0,20.26,36.437,0.7489375000000001,0.6654642857142858,0.45446428571428577
210.00382709503174,nan,47220.0,20.26,36.375,0.7401785714285715,0.6246517857142857,0.4595803571428572
215.00390076637268,nan,47400.0,20.26,36.312,0.7641339285714286,0.6387857142857144,0.48614285714285727
220.00397562980652,nan,47920.0,20.26,36.312,0.7098571428571429,0.6426607142857143,0.44230357142857146
225.00407123565674,nan,48530.0,20.26,36.25,0.7586964285714285,0.6290357142857143,0.472205357142857
230.00412273406982,nan,49340.0,20.26,36.25,0.7436071428571429,0.6349732142857143,0.4768392857142857
235.00419545173645,nan,49540.0,20.26,36.187,0.7218125000000001,0.6535,0.46862499999999996
240.00426745414734,nan,49730.0,20.26,36.187,0.7391250000000001,0.6309910714285714,0.4659910714285714
245.00434494018555,nan,50020.0,20.26,36.125,0.7390446428571428,0.6322142857142856,0.44819642857142866
250.00442051887512,nan,50330.0,20.26,36.062,0.7249375000000001,0.6304285714285714,0.47303571428571417
255.00451922416687,nan,50630.0,20.19,36.0,0.7320089285714287,0.6303660714285714,0.4670178571428571
260.0046036243439,nan,51020.0,20.19,36.0,0.7306607142857143,0.6255625000000001,0.4647857142857143
265.00468707084656,nan,51080.0,20.18,36.0,0.7470892857142859,0.6350803571428572,0.47257142857142853
270.0047597885132,nan,51440.0,20.19,36.0,0.7222232142857143,0.6102321428571429,0.4375625
275.00483322143555,nan,51580.0,20.2,36.0,0.7175357142857143,0.6031964285714286,0.43266964285714293
280.00490832328796,nan,51680.0,20.19,36.0,0.7433660714285715,0.6389553571428571,0.47726785714285713
285.00499296188354,nan,51910.0,20.19,36.0,0.8246607142857142,0.6189017857142857,0.4607142857142858
290.00507831573486,nan,52170.0,20.18,36.0,0.7257499999999999,0.6348124999999999,0.47669642857142863
295.005158662796,nan,52350.0,20.18,36.0,0.7764553571428571,0.6714375,0.4894821428571429
300.00522899627686,nan,52370.0,20.18,36.062,0.7497053571428572,0.6456339285714287,0.46074107142857146
305.00531911849976,nan,52460.0,20.18,36.0,0.7492142857142857,0.6618303571428571,0.4652857142857143
310.0053884983063,nan,52620.0,20.19,36.062,0.7369196428571428,0.6279285714285715,0.46741071428571435
315.00547218322754,nan,52730.0,20.18,36.062,0.7292232142857141,0.6585357142857144,0.4624642857142857
320.0055584907532,nan,52790.0,20.19,36.125,0.7287232142857144,0.6383749999999999,0.4550178571428572
325.0056493282318,nan,52820.0,20.19,36.125,0.7510446428571429,0.6356875000000001,0.4656696428571428
330.0057237148285,nan,52770.0,20.19,36.187,0.7498750000000001,0.6332857142857143,0.4693303571428572
335.00579619407654,nan,52820.0,20.19,36.187,0.7342678571428571,0.6302678571428572,0.47746428571428573
