time,CO2_ppm,CO2_2_ppm,O2_percent
1763479206.4296632,2940,2900,20.95
1763479211.4298604,2930,2850,20.95
1763479216.4312654,2920,2820,20.95
1763479221.4299715,2880,2780,21.05
1763479226.4647787,2870,2780,21.03
1763479231.4300756,2850,2780,20.96
1763479236.4983308,2860,2770,20.95
1763479241.430256,2850,2770,20.95
1763479246.4304018,2840,2760,20.95
1763479251.430414,2830,2740,20.95
1763479256.4305093,2820,2730,20.94
1763479261.432678,2780,2700,20.94
1763479266.430703,2770,2690,20.95
1763479271.4307604,2760,2630,20.95
1763479276.4358022,2730,2590,20.96
1763479281.4309645,2680,2570,21.05
1763479286.4309819,2680,2570,21.03
1763479291.431054,2640,2570,20.97
1763479296.431196,2620,2570,20.95
1763479301.4312224,2580,2550,20.95
1763479306.4313054,2570,2550,20.95
1763479311.4313807,2570,2530,20.95
1763479316.4315188,2560,2520,20.95
1763479321.4315588,2550,2490,20.94
1763479326.4317076,2530,2460,20.95
1763479331.4317176,2470,2400,20.95
1763479336.4317846,2430,2370,20.95
1763479341.4319263,2420,2350,21.05
1763479346.431939,2410,2350,21.03
1763479351.4320354,2400,2350,20.97
1763479356.4321225,2410,2340,20.95
1763479361.4322393,2380,2330,20.95
1763479366.4322639,2390,2320,20.95
1763479371.4323602,2360,2290,20.95
1763479376.4324825,2320,2270,20.95
1763479381.4324932,2300,2240,20.95
1763479386.4326808,2290,2210,20.95
1763479391.4326758,2240,2180,20.96
1763479396.4327586,2220,2150,20.96
1763479401.4329236,2200,2140,21.05
1763479406.4329176,2170,2140,21.03
1763479411.4329987,2150,2140,20.96
1763479416.4330535,2140,2140,20.96
1763479421.433196,2110,2140,20.95
1763479426.4332159,2110,2130,20.95
1763479431.433311,2090,2110,20.95
1763479436.4334693,2090,2100,20.95
1763479441.433475,2070,2080,20.95
1763479446.4336119,2050,2060,20.95
1763479451.4336476,2030,2040,20.95
1763479456.4337785,2030,2020,20.95
1763479461.433787,2030,2000,21.05
1763479466.4338982,2020,2000,21.03
1763479471.434023,2000,1990,20.97
1763479476.4340546,2000,1990,20.95
1763479481.4342194,1990,1980,20.95
1763479486.4341905,1980,1970,20.95
1763479491.4343214,1960,1960,20.95
1763479496.4343638,1950,1950,20.95
1763479501.434428,1940,1930,20.95
1763479506.434593,1930,1900,20.95
1763479511.4346128,1900,1880,20.96
1763479516.434745,1900,1850,20.96
1763479521.451515,1900,1840,21.05
1763479526.434826,1890,1840,21.04
1763479531.4851913,1890,1840,20.97
1763479536.4349706,1890,1840,20.96
1763479541.5185125,1900,1830,20.96
1763479546.4351335,1890,1830,20.96
1763479551.4352844,1890,1820,20.96
1763479556.4353025,1880,1810,20.95
1763479561.4353833,1860,1800,20.95
1763479566.4355445,1810,1790,20.96
1763479571.4355378,1790,1770,20.96
1763479576.435696,1770,1750,20.96
1763479581.4600017,1760,1750,21.05
1763479586.4358616,1760,1740,21.04
1763479591.4358618,1750,1740,20.97
1763479596.4359457,1740,1740,20.96
1763479601.436078,1740,1730,20.96
1763479606.4361155,1730,1720,20.96
1763479611.4362752,1730,1710,20.95
1763479616.4362931,1710,1700,20.95
1763479621.436444,1710,1690,20.95
1763479626.4364445,1700,1680,20.95
1763479631.436518,1690,1660,20.96
1763479636.4366622,1650,1630,20.96
1763479641.4366827,1630,1620,21.05
1763479646.436823,1640,1610,21.04
1763479651.440287,1630,1610,20.97
1763479656.4404497,1620,1610,20.96
1763479661.4404547,1630,1610,20.96
1763479666.440549,1610,1600,20.96
1763479671.4406962,1610,1590,20.96
1763479676.4407103,1610,1580,20.96
1763479681.4408724,1600,1570,20.96
1763479686.4408617,1580,1560,20.95
1763479691.4409568,1580,1550,20.96
1763479696.4411013,1570,1530,20.96
1763479701.4411108,1550,1520,21.05
1763479706.4411519,1540,1520,21.04
1763479711.4442978,1550,1520,20.97
1763479716.444471,1540,1510,20.96
1763479721.4444606,1540,1510,20.96
1763479726.4445493,1540,1500,20.96
1763479731.4447284,1530,1490,20.96
1763479736.4446862,1520,1480,20.96
1763479741.4448614,1510,1470,20.96
1763479746.4448671,1490,1460,20.96
1763479751.4450092,1470,1450,20.96
1763479756.4450612,1440,1430,20.96
1763479761.4452024,1420,1420,21.06
1763479766.4452934,1400,1420,21.04
1763479771.4453046,1410,1420,20.98
1763479776.445444,1440,1410,20.96
1763479781.4454682,1430,1410,20.96
1763479786.4456327,1420,1400,20.96
1763479791.4456134,1420,1390,20.95
1763479796.4457157,1410,1390,20.96
1763479801.4458535,1390,1380,20.95
1763479806.4458463,1350,1370,20.96
1763479811.4459462,1360,1360,20.96
1763479816.4460402,1350,1350,20.96
1763479821.4462025,1350,1330,21.05
1763479826.4718885,1340,1330,21.04
1763479831.446284,1340,1330,20.97
1763479836.505437,1340,1320,20.96
1763479841.446467,1350,1320,20.96
1763479846.4465995,1330,1310,20.96
1763479851.4466064,1340,1300,20.96
1763479856.446775,1350,1300,20.95
1763479861.4467747,1340,1280,20.95
1763479866.4468393,1330,1280,20.95
1763479871.4470096,1330,1260,20.96
1763479876.4470093,1330,1260,20.96
1763479881.447182,1340,1250,21.05
1763479886.467648,1340,1250,21.04
1763479891.4472554,1320,1240,20.97
1763479896.4474025,1300,1240,20.96
1763479901.4474328,1280,1240,20.96
1763479906.447576,1280,1230,20.95
1763479911.447582,1250,1230,20.95
1763479916.4476686,1240,1220,20.95
1763479921.448794,1220,1210,20.95
1763479926.4479105,1220,1200,20.96
1763479931.4479272,1220,1190,20.96
1763479936.4513023,1220,1180,20.96
1763479941.448228,1220,1170,21.05
1763479946.4481778,1220,1170,21.04
1763479951.4483464,1220,1170,20.97
1763479956.448344,1210,1170,20.96
1763479961.4484284,1210,1160,20.96
1763479966.4485943,1210,1160,20.96
1763479971.448585,1210,1150,20.96
1763479976.44866,1200,1150,20.96
1763479981.4487667,1200,1140,20.95
1763479986.448915,1190,1140,20.96
1763479991.4489167,1190,1130,20.96
1763479996.4507651,1190,1120,20.96
1763480001.453538,1190,1120,21.06
1763480006.4491732,1190,1110,21.05
1763480011.4492476,1200,1110,20.98
1763480016.4493122,1200,1110,20.97
1763480021.4494507,1200,1110,20.96
1763480026.449483,1200,1110,20.96
1763480031.449564,1210,1100,20.96
1763480036.4497297,1200,1100,20.96
1763480041.4497142,1200,1090,20.95
1763480046.4499006,1200,1090,20.96
1763480051.450429,1190,1080,20.96
1763480056.4534194,1190,1070,20.96
1763480061.4511797,1170,1070,21.06
1763480066.4501483,1170,1070,21.04
1763480071.4502962,1150,1070,20.98
1763480076.450287,1150,1060,20.96
1763480081.450461,1130,1060,20.96
1763480086.450449,1140,1060,20.96
1763480091.450543,1120,1060,20.96
1763480096.450697,1110,1050,20.97
1763480101.450708,1090,1050,20.96
1763480106.450757,1090,1040,20.96
1763480111.4508507,1090,1040,20.96
1763480116.4533322,1080,1030,20.96
1763480121.4585845,1080,1020,21.06
1763480126.4511206,1070,1020,21.04
1763480131.4921262,1080,1020,20.97
1763480136.4512722,1070,1020,20.96
1763480141.525642,1060,1020,20.96
1763480146.4514406,1040,1020,20.96
1763480151.4515805,1040,1010,20.96
1763480156.451873,1040,1010,20.96
1763480161.4516811,1030,1010,20.96
1763480166.451824,1030,1000,20.96
1763480171.451827,1040,990,20.96
1763480176.4519994,1040,980,20.96
1763480181.4536645,1040,980,21.05
1763480186.4524877,1050,980,21.04
1763480191.495394,1050,980,20.97
1763480196.452593,1040,980,20.96
1763480201.4527004,1050,980,20.96
1763480206.452758,1060,980,20.96
1763480211.452828,1060,970,20.96
1763480216.4529078,1060,970,20.96
1763480221.4530303,1050,960,20.96
1763480226.4530733,1040,960,20.96
1763480231.4531238,1020,960,20.96
1763480236.453458,1020,950,20.97
1763480241.4533737,1020,950,21.06
1763480246.4533854,1020,950,21.04
1763480251.4534936,1010,950,20.98
1763480256.4536338,1000,950,20.97
1763480261.4536297,1000,940,20.96
1763480266.4537294,990,940,20.96
1763480271.453872,1000,940,20.96
1763480276.4538586,1000,930,20.96
1763480281.4540262,1000,930,20.96
1763480286.4540129,1000,930,20.96
1763480291.454115,1000,920,20.97
1763480296.4543712,990,910,20.97
1763480301.45505,990,910,21.06
1763480306.4544346,990,910,21.04
1763480311.4544458,990,910,20.97
1763480316.4545493,980,910,20.96
1763480321.4546223,980,910,20.96
1763480326.4547887,980,910,20.96
1763480331.4547896,970,900,20.96
1763480336.4548619,960,900,20.96
1763480341.4550312,970,890,20.96
1763480346.4562864,960,890,20.96
1763480351.4563844,950,890,20.96
1763480356.4607952,950,880,20.96
1763480361.4570959,940,880,21.06
1763480366.4566927,940,880,21.04
1763480371.4567742,940,880,20.98
1763480376.45694,930,880,20.97
1763480381.4569485,930,880,20.96
1763480386.4570982,940,870,20.96
1763480391.4571295,940,870,20.96
1763480396.4572096,940,870,20.96
1763480401.4573483,940,860,20.96
1763480406.4573715,930,860,20.96
1763480411.4574957,930,860,20.97
1763480416.4575698,930,850,20.97
1763480421.457688,920,850,21.06
1763480426.4788003,910,850,21.04
1763480431.4578001,920,850,20.98
1763480436.512409,920,850,20.97
1763480441.4600816,920,850,20.96
1763480446.4602218,910,850,20.96
1763480451.4602613,910,850,20.96
1763480456.4603245,910,850,20.96
1763480461.4604857,900,840,20.96
1763480466.4605105,890,840,20.96
1763480471.460564,900,830,20.96
1763480476.4606915,900,830,20.97
1763480481.4608936,890,820,21.05
1763480486.4640143,890,820,21.04
1763480491.4608965,890,820,20.98
1763480496.461077,890,820,20.97
1763480501.4610827,900,820,20.96
1763480506.4611592,900,820,20.96
1763480511.461233,890,820,20.96
1763480516.4614162,900,820,20.96
1763480521.4646792,900,810,20.96
1763480526.4615045,880,810,20.96
1763480531.4616544,880,810,20.96
1763480536.4616597,880,800,20.96
1763480541.46185,870,800,21.06
1763480546.461831,870,800,21.04
1763480551.46188,880,800,20.98
1763480556.4620242,880,800,20.96
1763480561.4620492,890,800,20.96
1763480566.4621274,880,800,20.97
1763480571.4622386,850,790,20.96
1763480576.4623752,850,790,20.96
1763480581.462381,860,790,20.96
1763480586.4624562,860,790,20.96
1763480591.462621,860,780,20.96
1763480596.4626591,850,780,20.96
1763480601.4627388,850,780,21.06
1763480606.462798,860,780,21.04
1763480611.4629076,850,780,20.98
1763480616.4629266,850,780,20.97
1763480621.4629946,840,780,20.96
1763480626.463149,840,780,20.96
1763480631.4631543,830,780,20.96
1763480636.463259,830,780,20.96
1763480641.4633312,830,770,20.96
1763480646.4634778,830,770,20.96
1763480651.4634933,820,770,20.97
1763480656.4635887,830,760,20.97
1763480661.4638033,830,760,21.06
1763480666.463745,810,760,21.04
1763480671.4638171,810,760,20.97
1763480676.4638846,810,760,20.96
1763480681.464056,800,760,20.96
1763480686.4640307,810,760,20.96
1763480691.4641256,810,760,20.96
1763480696.4642844,800,760,20.96
1763480701.4643164,800,760,20.96
1763480706.4644341,800,750,20.96
1763480711.4644794,800,750,20.96
1763480716.4672036,790,740,20.97
1763480721.468701,800,740,21.06
1763480726.467299,800,740,21.04
1763480731.4990692,810,750,20.97
1763480736.4674492,810,750,20.97
1763480741.5326767,810,740,20.96
1763480746.4676406,820,740,20.96
1763480751.4678156,820,740,20.96
1763480756.4678092,820,740,20.96
1763480761.4678698,820,740,20.96
1763480766.4679985,810,740,20.96
1763480771.4719148,800,730,20.96
1763480776.4681613,790,730,20.96
1763480781.4726827,780,730,21.06
1763480786.4683845,770,730,21.04
1763480791.4883428,780,730,20.98
1763480796.4684837,790,730,20.96
1763480801.4686515,790,730,20.96
1763480806.4686384,790,730,20.96
1763480811.4687016,790,730,20.96
1763480816.4687886,780,730,20.96
1763480821.4689472,760,730,20.96
1763480826.468954,760,720,20.96
1763480831.46904,750,720,20.96
1763480836.469232,750,720,20.96
1763480841.4692535,750,710,21.05
1763480846.4692936,750,710,21.04
1763480851.4718633,750,710,20.97
1763480856.4695072,750,720,20.96
1763480861.469528,750,720,20.95
1763480866.4696028,750,720,20.96
1763480871.4697416,750,720,20.96
1763480876.4722946,750,710,20.96
1763480881.4724555,750,710,20.96
1763480886.472464,750,710,20.96
1763480891.4725528,750,710,20.96
1763480896.4727466,750,700,20.96
1763480901.4727669,750,700,21.06
1763480906.4729311,750,700,21.04
1763480911.4729028,750,700,20.98
1763480916.47299,750,700,20.96
1763480921.473134,740,700,20.96
1763480926.4731696,750,700,20.97
1763480931.4733176,750,700,20.96
1763480936.4733365,750,700,20.96
1763480941.4734914,750,700,20.96
1763480946.4734695,760,700,20.96
1763480951.473552,760,700,20.96
1763480956.47392,760,690,20.96
1763480961.473994,760,690,21.06
1763480966.4740212,760,690,21.04
1763480971.4741175,740,690,20.98
1763480976.4742732,730,690,20.96
1763480981.4742827,740,690,20.96
1763480986.474346,720,690,20.96
1763480991.4745026,720,690,20.97
1763480996.474514,720,690,20.96
1763481001.4746406,730,690,20.96
1763481006.4746659,720,690,20.96
1763481011.474808,720,690,20.96
1763481016.4748425,720,690,20.97
1763481021.475442,710,680,21.06
1763481026.4859056,720,690,21.04
1763481031.4750922,710,690,20.98
1763481036.5194337,710,690,20.97
1763481041.475243,710,690,20.96
1763481046.5529892,710,690,20.96
1763481051.4754317,710,680,20.96
1763481056.4754882,720,680,20.96
1763481061.4756386,720,680,20.96
1763481066.4756336,720,680,20.96
1763481071.4757338,710,680,20.96
1763481076.4758415,710,670,20.97
1763481081.4760242,710,670,21.05
1763481086.4760044,710,670,21.04
1763481091.4760776,700,680,20.97
1763481096.5057316,710,680,20.96
1763481101.4762514,700,680,20.96
1763481106.4763577,700,680,20.97
1763481111.4763756,700,680,20.96
1763481116.4765697,710,680,20.96
1763481121.4765532,710,670,20.96
1763481126.476634,710,670,20.96
1763481131.4767675,710,670,20.97
1763481136.4768069,710,670,20.97
1763481141.4769044,710,660,21.06
1763481146.4806783,710,660,21.04
1763481151.477091,710,670,20.98
1763481156.4771228,710,670,20.97
1763481161.477208,720,670,20.96
1763481166.47762,720,670,20.97
1763481171.4776335,720,670,20.97
1763481176.4776983,730,660,20.96
1763481181.4778037,740,660,20.96
1763481186.4779427,740,660,20.96
1763481191.4779565,730,660,20.96
1763481196.5527878,740,660,20.96
1763481201.4788642,740,660,21.06
1763481206.478842,740,660,21.04
1763481211.4789867,740,660,20.97
1763481216.4789665,740,660,20.97
1763481221.4790864,740,660,20.96
1763481226.479233,730,660,20.96
1763481231.4792478,730,660,20.96
1763481236.479308,730,660,20.96
1763481241.479393,730,660,20.96
1763481246.479548,720,660,20.96
1763481251.4795465,720,650,20.96
1763481256.479677,720,650,20.97
1763481261.480095,720,650,21.06
1763481266.4799876,720,650,21.04
1763481271.48006,710,650,20.98
1763481276.4801285,710,650,20.97
1763481281.4802408,710,650,20.96
1763481286.4802907,700,650,20.97
1763481291.480385,710,650,20.97
1763481296.4805233,720,650,20.96
1763481301.4805584,720,650,20.97
1763481306.4806027,730,650,20.96
1763481311.4807045,730,650,20.97
1763481316.4808235,730,640,20.97
1763481321.4808643,730,640,21.06
1763481326.4809277,730,640,21.05
1763481331.5063646,740,650,20.98
1763481336.4810894,730,650,20.97
1763481341.539859,730,650,20.97
1763481346.4812698,730,650,20.97
1763481351.4813383,730,650,20.96
1763481356.4814658,720,640,20.97
1763481361.481499,720,640,20.96
1763481366.4816644,700,640,20.96
1763481371.4817789,710,640,20.96
1763481376.4817896,700,640,20.97
1763481381.481913,700,640,21.06
1763481386.5665662,710,640,21.05
