time,CO2_ppm,CO2_2_ppm,O2_percent,temperature_C,OD_Trx_V,OD_Sct_V
2.1457672119140625e-06,260.0,400.0,20.88,36.375,1.4267410714285715,0.4399017857142858
5.0000832080841064,260.0,400.0,20.88,36.375,1.4131785714285718,0.4486964285714285
10.000176906585693,260.0,400.0,20.88,36.375,1.4409107142857145,0.4378303571428571
15.00024676322937,260.0,390.0,20.87,36.312,1.4379285714285717,0.4578392857142857
20.00032114982605,260.0,390.0,20.87,36.25,1.4209642857142857,0.45486607142857133
25.00040292739868,260.0,400.0,20.88,36.25,1.4301875000000002,0.45250892857142855
30.000489950180054,260.0,400.0,20.88,36.187,1.4431339285714286,0.4457767857142857
35.00056505203247,260.0,400.0,20.88,36.125,1.4329464285714286,0.4463303571428571
40.00062441825867,260.0,400.0,20.88,36.125,1.418633928571429,0.45133035714285713
45.000704288482666,260.0,400.0,20.88,36.062,1.4340089285714286,0.4406875
50.00076985359192,260.0,400.0,20.88,36.0,1.4312857142857143,0.4306607142857143
55.0008442401886,260.0,400.0,20.88,35.937,1.4071964285714285,0.4258035714285714
60.00091314315796,260.0,410.0,20.88,35.937,1.428794642857143,0.4397857142857143
65.00098609924316,260.0,400.0,20.88,35.875,1.417026785714286,0.43242857142857144
70.00105834007263,260.0,400.0,20.88,35.812,1.4204196428571427,0.4327321428571428
75.001131772995,260.0,400.0,20.88,35.812,1.4235178571428573,0.42366964285714287
80.00120186805725,260.0,400.0,20.88,35.75,1.4189285714285713,0.43066964285714293
85.00127267837524,260.0,390.0,20.88,35.75,1.425151785714286,0.43374107142857143
90.00134563446045,260.0,380.0,20.88,35.75,1.4301875000000002,0.4417946428571429
95.0014214515686,260.0,380.0,20.88,35.75,1.422892857142857,0.43200892857142853
100.00149345397949,260.0,390.0,20.88,35.75,1.420169642857143,0.43729464285714287
105.00156474113464,260.0,390.0,20.88,35.75,1.4384910714285717,0.44895535714285717
110.00165963172913,260.0,390.0,20.88,35.75,1.4352589285714286,0.43530357142857146
115.00175523757935,260.0,390.0,20.88,35.812,1.3961964285714283,0.41936607142857146
120.00182771682739,260.0,390.0,20.88,35.875,1.4308303571428571,0.4344017857142858
125.00190162658691,260.0,400.0,20.88,35.812,1.4291875,0.42938392857142865
130.00197315216064,260.0,400.0,20.88,35.812,1.413232142857143,0.44340178571428573
135.00204062461853,260.0,400.0,20.88,35.812,1.440330357142857,0.4483035714285715
140.00211334228516,260.0,400.0,20.88,35.812,1.42075,0.4475625000000001
145.00218033790588,270.0,390.0,20.88,35.875,1.4156607142857143,0.47315178571428573
150.0022690296173,280.0,390.0,20.88,35.875,1.4257857142857144,0.4674642857142857
155.00234127044678,290.0,380.0,20.88,35.875,1.428455357142857,0.46586607142857145
160.0024070739746,300.0,390.0,20.88,35.937,1.4290803571428572,0.45279464285714294
165.00251150131226,310.0,390.0,20.88,36.0,1.4310982142857145,0.4529017857142857
170.00257921218872,330.0,390.0,20.88,36.0,1.416955357142857,0.4604642857142857
175.00267362594604,350.0,390.0,20.88,36.0,1.4289017857142858,0.45067857142857143
180.0027141571045,360.0,400.0,20.88,36.062,1.4270178571428573,0.4434732142857144
185.00278759002686,360.0,400.0,20.88,36.062,1.4432589285714286,0.47455357142857146
190.00286388397217,350.0,400.0,20.88,36.125,1.4393076923076922,0.45005769230769227
195.0029435157776,350.0,400.0,20.88,36.125,1.3874017857142857,0.4477053571428572
200.0030152797699,340.0,400.0,20.88,36.187,1.427169642857143,0.4668392857142858
205.00309038162231,340.0,400.0,20.88,36.187,1.4237857142857144,0.4624196428571428
210.00316548347473,340.0,400.0,20.88,36.25,1.4274732142857143,0.4669910714285715
215.00324177742004,340.0,400.0,20.88,36.25,1.4520624999999998,0.4686249999999999
220.00331044197083,340.0,400.0,20.88,36.25,1.4301428571428574,0.45006250000000003
225.0033838748932,330.0,400.0,20.88,36.312,1.492625,0.47007692307692306
230.00347447395325,330.0,400.0,20.89,36.375,1.4273839285714287,0.45723214285714286
235.00354552268982,320.0,410.0,20.88,36.375,1.436892857142857,0.48075
240.0036222934723,320.0,400.0,20.88,36.375,1.4321964285714284,0.45469642857142845
245.00369691848755,310.0,400.0,20.88,36.375,1.443026785714286,0.4470714285714286
250.00376796722412,310.0,410.0,20.88,36.437,1.4259464285714287,0.4633928571428572
255.003839969635,300.0,410.0,20.88,36.437,1.4276785714285711,0.45208928571428564
260.0039165019989,300.0,410.0,20.88,36.437,1.4349134615384618,0.4407500000000001
265.0039927959442,300.0,420.0,20.88,36.437,1.4364553571428569,0.4568571428571429
270.0040612220764,300.0,420.0,20.88,36.437,1.4362857142857144,0.4453928571428572
275.00413060188293,290.0,420.0,20.88,36.375,1.432642857142857,0.4880892857142857
280.00746870040894,290.0,420.0,20.88,36.437,1.4455267857142857,0.4764553571428572
285.00753474235535,290.0,420.0,20.88,36.437,1.4311785714285714,0.4742053571428571
290.0076241493225,290.0,420.0,20.88,36.437,1.4303839285714286,0.4669464285714285
295.0076906681061,290.0,420.0,20.88,36.375,1.4234285714285715,0.4758571428571428
300.00775933265686,280.0,420.0,20.88,36.375,1.4193214285714288,0.4561160714285714
305.00783133506775,280.0,430.0,20.88,36.375,1.3707232142857144,0.4365982142857142
310.0078980922699,280.0,430.0,20.88,36.375,1.4235714285714287,0.4512678571428572
315.00796580314636,280.0,430.0,20.88,36.437,1.4298750000000002,0.4429732142857143
320.0080318450928,280.0,430.0,20.88,36.375,1.432017857142857,0.4422946428571429
325.00809931755066,280.0,420.0,20.88,36.375,1.4295178571428573,0.46278571428571436
330.00819277763367,280.0,420.0,20.88,36.437,1.4216071428571428,0.46878571428571425
335.0082619190216,280.0,420.0,20.88,36.437,1.4210714285714288,0.47623214285714294
340.00833320617676,280.0,420.0,20.88,36.375,1.4284107142857145,0.45359821428571434
345.0084037780762,280.0,430.0,20.88,36.375,1.4190357142857142,0.48241071428571436
350.00847339630127,280.0,420.0,20.88,36.375,1.4290446428571426,0.45090178571428574
355.0085406303406,280.0,420.0,20.88,36.375,1.4247410714285718,0.46212499999999995
360.00861072540283,280.0,420.0,20.88,36.312,1.4212321428571428,0.4503125
365.0086793899536,280.0,420.0,20.88,36.312,1.4203928571428572,0.45201785714285714
370.0087716579437,280.0,420.0,20.88,36.312,1.4971696428571428,0.48609821428571426
375.00883769989014,280.0,420.0,20.88,36.312,1.4160714285714284,0.44953571428571426
380.00890946388245,270.0,430.0,20.88,36.312,1.4198660714285716,0.47750892857142857
385.0089786052704,270.0,420.0,20.88,36.312,1.4201517857142858,0.45820535714285715
390.00905084609985,270.0,420.0,20.88,36.312,1.4139375000000005,0.4522053571428571
395.00911474227905,270.0,420.0,20.88,36.312,1.431705357142857,0.45163392857142864
400.0091869831085,270.0,420.0,20.88,36.312,1.4353303571428568,0.4746696428571428
405.00925874710083,270.0,410.0,20.88,36.312,1.4240089285714286,0.4591250000000001
410.00935530662537,270.0,410.0,20.88,36.312,1.4302232142857143,0.4510446428571428
415.00942182540894,270.0,410.0,20.88,36.312,1.425964285714286,0.46263392857142854
420.0094907283783,270.0,400.0,20.88,36.312,1.4268571428571428,0.4569553571428571
425.0095601081848,270.0,400.0,20.88,36.375,1.430142857142857,0.43836607142857137
430.0096516609192,270.0,400.0,20.88,36.375,1.4249910714285716,0.4537857142857143
435.0097105503082,270.0,400.0,20.88,36.375,1.4556874999999998,0.49724107142857144
440.0097806453705,270.0,390.0,20.88,36.375,1.4185267857142858,0.47194642857142866
445.00984954833984,270.0,400.0,20.88,36.437,1.4282053571428572,0.5018482142857142
450.00994396209717,270.0,390.0,20.88,36.437,1.4372678571428568,0.4449375000000001
455.0100152492523,270.0,390.0,20.88,36.437,1.4297857142857142,0.45325
460.0100839138031,270.0,400.0,20.88,36.437,1.424482142857143,0.44480357142857135
465.01015877723694,270.0,400.0,20.88,36.437,1.414776785714286,0.44928571428571434
470.0102274417877,270.0,410.0,20.88,36.437,1.4409375000000002,0.4474910714285714
475.0102949142456,270.0,410.0,20.88,36.437,1.4242767857142855,0.4717767857142858
480.0103642940521,270.0,410.0,20.88,36.437,1.425875,0.4515982142857143
485.01043486595154,270.0,420.0,20.88,36.437,1.4396517857142859,0.4652053571428571
490.0105183124542,270.0,420.0,20.88,36.5,1.4307232142857143,0.4631071428571429
495.0105845928192,270.0,430.0,20.88,36.5,1.4309107142857145,0.46520535714285716
500.0106554031372,270.0,430.0,20.88,36.5,1.4380000000000002,0.4493928571428571
505.01072669029236,270.0,430.0,20.88,36.5,1.4339107142857144,0.4586964285714286
510.01079988479614,270.0,430.0,20.88,36.5,1.4486249999999998,0.4600267857142857
515.0108735561371,270.0,430.0,20.88,36.5,1.4440982142857144,0.4644375
520.0109531879425,270.0,430.0,20.88,36.5,1.4436517857142857,0.4424017857142858
525.0110476016998,270.0,440.0,20.88,36.5,1.4436339285714286,0.44316071428571435
530.011120557785,270.0,440.0,20.88,36.5,1.4421071428571428,0.46340178571428575
535.011191368103,270.0,440.0,20.88,36.437,1.4423035714285715,0.45112500000000005
540.0112624168396,270.0,440.0,20.88,36.437,1.4303392857142856,0.4668303571428572
545.0113332271576,270.0,430.0,20.88,36.5,1.438794642857143,0.42834821428571423
550.0114073753357,270.0,430.0,20.88,36.5,1.4028660714285712,0.42641071428571437
555.0114800930023,260.0,430.0,20.88,36.5,1.4630673076923075,0.4527884615384616
560.0115141868591,260.0,430.0,20.88,36.5,1.4401875000000002,0.4657589285714286
565.0116009712219,260.0,430.0,20.88,36.437,1.4508482142857144,0.4612232142857143
570.0116755962372,260.0,430.0,20.88,36.437,1.411125,0.46589285714285716
575.0117440223694,260.0,430.0,20.88,36.437,1.426928571428571,0.4395000000000001
580.0118131637573,260.0,430.0,20.88,36.5,1.429232142857143,0.4582589285714286
585.0119030475616,260.0,440.0,20.88,36.437,1.4320535714285714,0.45185714285714285
590.0119745731354,270.0,440.0,20.88,36.437,1.421473214285714,0.4692857142857143
595.0120499134064,270.0,440.0,20.88,36.437,1.379098214285714,0.43731250000000005
600.0121190547943,270.0,440.0,20.88,36.437,1.417982142857143,0.4621785714285714
605.0121874809265,270.0,430.0,20.88,36.437,1.4191517857142857,0.4538660714285715
610.0122544765472,270.0,430.0,20.88,36.437,1.4241964285714286,0.4410089285714286
615.0123295783997,270.0,440.0,20.88,36.5,1.4460267857142857,0.4687857142857143
620.0123989582062,270.0,440.0,20.88,36.5,1.4192321428571428,0.4639910714285715
625.0124657154083,270.0,440.0,20.88,36.5,1.4129910714285716,0.45806250000000004
630.0125098228455,270.0,440.0,20.88,36.437,1.4204642857142857,0.4698125000000001
635.0125839710236,270.0,440.0,20.88,36.5,1.4087589285714286,0.4494196428571429
640.0126404762268,270.0,440.0,20.88,36.5,1.4271160714285716,0.4520625
645.0127086639404,270.0,450.0,20.88,36.5,1.430089285714286,0.4555267857142857
650.0127742290497,270.0,450.0,20.88,36.5,1.4353303571428573,0.45612500000000006
655.0128400325775,270.0,450.0,20.88,36.5,1.4233482142857141,0.45902678571428573
660.0129103660583,270.0,450.0,20.88,36.5,1.4267678571428575,0.44451785714285724
665.0129761695862,270.0,450.0,20.88,36.5,1.4228482142857142,0.46249999999999997
670.0130488872528,270.0,440.0,20.88,36.5,1.4424821428571428,0.44179464285714287
675.0131168365479,270.0,440.0,20.88,36.5,1.4229910714285716,0.4397857142857143
680.0131843090057,270.0,450.0,20.88,36.562,1.4325714285714286,0.4555714285714285
685.013277053833,260.0,450.0,20.88,36.562,1.401401785714286,0.44218750000000007
690.013346195221,260.0,450.0,20.88,36.562,1.4274999999999998,0.49233035714285717
695.0134136676788,260.0,450.0,20.88,36.562,1.4307499999999997,0.4900982142857143
700.0134813785553,260.0,450.0,20.88,36.562,1.421544642857143,0.4540803571428572
705.0135741233826,260.0,430.0,20.88,36.562,1.4240267857142859,0.4481875
710.0136387348175,260.0,420.0,20.88,36.562,1.4514615384615388,0.4497884615384615
715.0137078762054,260.0,430.0,20.88,36.562,1.4292053571428571,0.4478839285714286
720.0137753486633,260.0,430.0,20.88,36.562,1.4440624999999996,0.4423303571428572
725.0138680934906,260.0,420.0,20.88,36.562,1.4079464285714285,0.4826964285714287
730.013934135437,260.0,420.0,20.88,36.562,1.3988392857142855,0.4439196428571429
735.0139997005463,260.0,420.0,20.88,36.562,1.422776785714286,0.4615357142857143
740.014066696167,260.0,430.0,20.88,36.562,1.4236442307692307,0.4511346153846155
745.01416015625,260.0,430.0,20.88,36.562,1.3793482142857143,0.4375089285714285
750.0142574310303,260.0,430.0,20.88,36.562,1.422375,0.4646339285714286
755.0143239498138,260.0,420.0,20.88,36.562,1.4255267857142857,0.45239285714285715
760.014395236969,260.0,420.0,20.88,36.562,1.4249375,0.4751160714285715
765.0144906044006,260.0,410.0,20.88,36.562,1.4359375,0.46639285714285705
770.0145580768585,260.0,420.0,20.88,36.562,1.4191874999999998,0.4368571428571429
775.0146253108978,260.0,420.0,20.88,36.625,1.4358035714285713,0.454875
780.0146927833557,260.0,420.0,20.88,36.625,1.4243392857142858,0.4430892857142857
785.0147633552551,260.0,420.0,20.88,36.625,1.4861339285714288,0.4744196428571429
790.0148298740387,260.0,410.0,20.88,36.625,1.4375,0.46967857142857145
795.0149002075195,260.0,400.0,20.88,36.625,1.4410892857142856,0.5060357142857143
800.0149722099304,260.0,400.0,20.88,36.687,1.4275,0.445625
805.015079498291,260.0,400.0,20.88,36.625,1.3806160714285716,0.44045535714285716
810.0151493549347,260.0,410.0,20.88,36.687,1.4260625,0.47220535714285716
815.0152170658112,260.0,430.0,20.89,36.687,1.426276785714286,0.45914285714285713
820.0152864456177,260.0,400.0,20.88,36.687,1.4376428571428572,0.44992857142857146
825.0153594017029,260.0,400.0,20.89,36.687,1.4234107142857142,0.4407410714285715
830.0154263973236,260.0,400.0,20.88,36.687,1.426857142857143,0.44322321428571426
835.0154936313629,260.0,400.0,20.88,36.687,1.4678173076923076,0.4427692307692308
840.0155589580536,260.0,400.0,20.89,36.625,1.424767857142857,0.4772142857142857
845.0156319141388,260.0,410.0,20.88,36.687,1.4190178571428569,0.4539553571428572
850.0157010555267,260.0,390.0,20.88,36.625,1.424875,0.46435714285714286
855.015768289566,260.0,400.0,20.88,36.625,1.4177678571428574,0.4584821428571429
860.0158393383026,260.0,410.0,20.88,36.625,1.4238839285714284,0.4417232142857143
865.0159132480621,260.0,410.0,20.88,36.625,1.4375982142857142,0.45931250000000007
870.0159809589386,260.0,410.0,20.88,36.625,1.431267857142857,0.4569732142857143
875.0160491466522,260.0,430.0,20.88,36.625,1.4199374999999999,0.4585446428571429
880.0161144733429,260.0,430.0,20.88,36.625,1.428330357142857,0.4595267857142856
885.0161874294281,260.0,430.0,20.88,36.625,1.441892857142857,0.4610982142857143
890.0162544250488,260.0,430.0,20.88,36.625,1.4240446428571427,0.4548035714285715
895.0163247585297,260.0,440.0,20.88,36.625,1.422625,0.4740357142857143
900.0164132118225,260.0,440.0,20.88,36.562,1.4089910714285714,0.46675892857142853
905.0164866447449,260.0,450.0,20.88,36.562,1.424607142857143,0.4462232142857143
910.0165541172028,260.0,440.0,20.88,36.625,1.4294017857142858,0.4648392857142857
915.0166223049164,260.0,440.0,20.88,36.625,1.4200000000000002,0.46117857142857144
920.0166916847229,260.0,440.0,20.88,36.625,1.4220892857142857,0.4560624999999999
925.0167627334595,260.0,440.0,20.88,36.625,1.4396607142857145,0.4531339285714286
930.0168285369873,260.0,440.0,20.88,36.687,1.4159553571428576,0.4374642857142857
935.0168957710266,260.0,430.0,20.88,36.687,1.4299553571428574,0.4768660714285714
